#{"t_start": 1661011954.6997313, "env_id": null}
r,l,t
5.94,7,18817.194839
5.95,7,18840.293519
5.206667,7,18863.305978
1.876667,7,18887.201057
0.1,7,18910.914992
7.27,7,18934.383882
-3.25,7,18957.584969
13.19,7,18981.478715
2.666667,7,19005.141657
1.516667,7,19029.083751
2.733333,7,19052.658468
6.543333,7,19076.222566
5.863333,7,19098.818609
4.543333,7,19121.875044
2.643333,7,19145.528909
1.9,7,19168.839485
4.596667,7,19192.667499
4.956667,7,19215.562635
2.596667,7,19239.346648
-3.073333,7,19262.776125
9.07,7,19285.843192
11.196667,7,19308.609403
-0.273333,7,19330.906642
-0.453333,7,19353.462901
6.113333,7,19377.09485
6.763333,7,19400.574009
10.94,7,19424.091628
3.08,7,19447.771643
-1.83,7,19470.674842
2.703333,7,19492.972125
3.713333,7,19517.01195
2.923333,7,19540.487809
11.29,7,19563.77504
-2.343333,7,19586.586652
-1.18,7,19609.822412
5.113333,7,19632.871351
6.073333,7,19656.782913
3.853333,7,19679.637383
0.086667,7,19702.674696
1.256667,7,19725.174264
2.636667,7,19748.94792
5.6,7,19772.345078
0.376667,7,19794.892381
-0.953333,7,19817.491767
6.44,7,19840.721404
0.176667,7,19863.036779
4.216667,7,19886.436527
7.883333,7,19910.419642
6.23,7,19933.338055
-0.826667,7,19956.294068
5.176667,7,19980.339139
0.283333,7,20002.697546
7.476667,7,20026.038965
4.446667,7,20049.154413
-2.1,7,20071.437041
6.103333,7,20094.483348
1.6,7,20118.077018
2.776667,7,20140.701186
4.176667,7,20164.316525
4.13,7,20187.75494
4.6,7,20210.82753
6.816667,7,20233.83717
5.103333,7,20256.595253
3.443333,7,20280.868988
4.57,7,20304.319132
8.336667,7,20327.715287
-3.8,7,20350.060344
6.706667,7,20373.521455
6.823333,7,20396.723007
5.82,7,20420.425229
7.583333,7,20443.946506
7.326667,7,20467.965995
5.583333,7,20491.874219
12.693333,7,20515.574116
7.053333,7,20539.305538
5.366667,7,20562.578202
