#{"t_start": 1661372226.7804112, "env_id": null}
r,l,t
-6.0,7,22130.28019
-6.0,7,22153.087606
-6.0,7,22175.78668
-6.0,7,22198.492499
-6.0,7,22221.341018
-6.0,7,22244.414379
-6.0,7,22267.127277
-6.0,7,22289.834934
-6.0,7,22312.544758
-6.0,7,22335.379742
-6.0,7,22358.126202
-6.0,7,22380.823667
-6.0,7,22403.537318
-6.0,7,22426.476144
-6.0,7,22449.264759
-6.0,7,22472.000772
-6.0,7,22494.700372
-6.0,7,22517.406291
-6.0,7,22540.342749
-6.0,7,22563.090961
-6.0,7,22585.806039
-6.0,7,22608.517598
-6.0,7,22631.486704
-6.0,7,22654.215055
-6.0,7,22676.921069
-6.0,7,22699.623364
-6.0,7,22722.544809
-6.0,7,22745.500322
-6.0,7,22768.250161
-6.0,7,22790.96737
-6.0,7,22813.677394
-6.0,7,22836.578912
-6.0,7,22859.373096
-6.0,7,22882.07573
-6.0,7,22904.771356
-6.0,7,22927.697153
-6.0,7,22950.535517
-6.0,7,22973.239665
-6.0,7,22995.950595
-6.0,7,23018.735436
-6.0,7,23041.728576
-6.0,7,23064.67475
-6.0,7,23087.396011
-6.0,7,23110.100435
-6.0,7,23133.028898
-6.0,7,23155.832586
-6.0,7,23178.56448
-6.0,7,23201.270343
-6.0,7,23224.108026
-6.0,7,23247.152934
-6.0,7,23269.921995
-6.0,7,23292.644305
-6.0,7,23315.358025
-6.0,7,23338.273377
-6.0,7,23361.02546
-6.0,7,23383.732599
-6.0,7,23406.426405
-6.0,7,23429.33664
-6.0,7,23452.100209
-6.0,7,23474.793947
-6.0,7,23497.503131
-6.0,7,23520.401312
-6.0,7,23543.440019
-6.0,7,23566.254253
-6.0,7,23588.959036
-6.0,7,23611.666703
-6.0,7,23634.584174
-6.0,7,23657.335709
-6.0,7,23680.018534
-6.0,7,23702.729268
-6.0,7,23725.627581
-6.0,7,23748.682135
-6.0,7,23771.453139
-6.0,7,23794.1688
-6.0,7,23816.871656
-6.0,7,23839.787352
-6.0,7,23862.623266
-6.0,7,23885.327347
-6.0,7,23908.041444
-6.0,7,23930.962644
-6.0,7,23953.445221
-6.0,7,23975.874163
-6.0,7,23998.292106
-6.0,7,24020.803573
-6.0,7,24043.429245
-6.0,7,24066.074986
-6.0,7,24088.50605
